year,month,day,hour,minute,Celsius,PAH,PAH-24,PAH-12,PAH-6,PAH-3,PAH-1,PAH+1,PAH+2,PAH+3,PAH+4,PAH+6,PAH+12,PAH+24
2019,4,1,6,30,3.305555556,5.4,6,12.9,7,7.6,6.4,7.4,11.1,6.3,0,63.7,0,0
2019,4,1,6,45,3.305555556,4.9,5.8,9.7,6.8,7.8,6.1,9.3,12.2,2.5,0,67.3,0,0
2019,4,1,7,0,3.305555556,5.4,4.9,7.2,7,7.5,5.9,10.3,11.7,0,0,15,0,0
2019,4,1,7,15,3.305555556,6.4,4.9,7.5,6.8,7.7,5.6,11.6,8.2,0,0,14,0,0
2019,4,1,7,30,3.305555556,7.4,4.8,7.5,7,7.6,5.4,11.1,6.3,0,0,13.1,0,0
2019,4,1,7,45,3.305555556,9.3,4.6,7.1,7.2,7.1,4.9,12.2,2.5,0,0,12,0,0
2019,4,1,8,0,4.072222222,10.3,4.8,7,7.1,7.1,5.4,11.7,0,0,55.5,10.2,0,0
2019,4,1,8,15,4.072222222,11.6,4.5,7,7.3,6.5,6.4,8.2,0,0,59.8,8.2,0,0
2019,4,1,8,30,4.072222222,11.1,3.9,7,7.3,6.4,7.4,6.3,0,0,63.7,5.2,0,0
2019,4,1,8,45,4.072222222,12.2,3.5,7.2,7.4,6.1,9.3,2.5,0,0,67.3,2.7,0,0
2019,4,1,9,0,4.544444444,11.7,3.1,7.2,7.6,5.9,10.3,0,0,55.5,15,1.3,0,0
2019,4,1,9,15,4.544444444,8.2,2.7,7.3,7.7,5.6,11.6,0,0,59.8,14,0,0,0
2019,4,1,9,30,4.544444444,6.3,2.7,7.3,7.6,5.4,11.1,0,0,63.7,13.1,0,0,0
2019,4,1,9,45,4.544444444,2.5,2.9,7.3,7.8,4.9,12.2,0,0,67.3,12,0,0,0
2019,4,1,10,0,4.544444444,0,3.1,7.3,7.5,5.4,11.7,0,55.5,15,10.2,0,0,0
2019,4,1,10,15,4.544444444,0,3.4,7,7.7,6.4,8.2,0,59.8,14,8.2,0,0,0
2019,4,1,10,30,4.544444444,0,3.7,7,7.6,7.4,6.3,0,63.7,13.1,5.2,0,0,0
2019,4,1,10,45,4.544444444,0,3.9,6.9,7.1,9.3,2.5,0,67.3,12,2.7,0,0,0
2019,4,1,11,0,5.461111111,0,4.2,6.8,7.1,10.3,0,55.5,15,10.2,1.3,0,0,0
2019,4,1,11,15,5.461111111,0,4.4,6.9,6.5,11.6,0,59.8,14,8.2,0,0,0,0
2019,4,1,11,30,5.461111111,0,4.3,6.9,6.4,11.1,0,63.7,13.1,5.2,0,0,0,0
2019,4,1,11,45,5.461111111,0,4.3,7,6.1,12.2,0,67.3,12,2.7,0,0,0,0
2019,4,1,12,0,6.344444444,55.5,4.2,7,5.9,11.7,0,15,10.2,1.3,0,0,0,0
2019,4,1,12,15,6.344444444,59.8,4.9,7,5.6,8.2,0,14,8.2,0,0,0,0,0
2019,4,1,12,30,6.344444444,63.7,6.6,7,5.4,6.3,0,13.1,5.2,0,0,0,0,0
2019,4,1,12,45,6.344444444,67.3,8.4,6.8,4.9,2.5,0,12,2.7,0,0,0,0,0
2019,4,1,13,0,6.344444444,15,10.3,7,5.4,0,55.5,10.2,1.3,0,0,0,0,0
2019,4,1,13,15,6.344444444,14,10.4,6.8,6.4,0,59.8,8.2,0,0,0,0,0,0
2019,4,1,13,30,6.344444444,13.1,8.3,7,7.4,0,63.7,5.2,0,0,0,0,0,0
2019,4,1,13,45,6.344444444,12,6.2,7.2,9.3,0,67.3,2.7,0,0,0,0,0,0
2019,4,1,14,0,6.827777778,10.2,3.8,7.1,10.3,0,15,1.3,0,0,0,0,0,0
2019,4,1,14,15,6.827777778,8.2,2.4,7.3,11.6,0,14,0,0,0,0,0,0,0
2019,4,1,14,30,6.827777778,5.2,2.2,7.3,11.1,0,13.1,0,0,0,0,0,0,0
2019,4,1,14,45,6.827777778,2.7,1.9,7.4,12.2,0,12,0,0,0,0,0,0,0
2019,4,1,15,0,6.811111111,1.3,1.6,7.6,11.7,55.5,10.2,0,0,0,0,0,0,0
2019,4,1,15,15,6.811111111,0,1.6,7.7,8.2,59.8,8.2,0,0,0,0,0,0,0
2019,4,1,15,30,6.811111111,0,1.6,7.6,6.3,63.7,5.2,0,0,0,0,0,0,0
2019,4,1,15,45,6.811111111,0,2.2,7.8,2.5,67.3,2.7,0,0,0,0,0,0,0
2019,4,1,16,0,6.811111111,0,2.7,7.5,0,15,1.3,0,0,0,0,0,0,0
2019,4,1,16,15,6.811111111,0,3.2,7.7,0,14,0,0,0,0,0,0,0,0
2019,4,1,16,30,6.811111111,0,4,7.6,0,13.1,0,0,0,0,0,0,0,0
2019,4,1,16,45,6.811111111,0,4.3,7.1,0,12,0,0,0,0,0,0,0,0
2019,4,1,17,0,6.638888889,0,5.6,7.1,0,10.2,0,0,0,0,0,0,0,0
2019,4,1,17,15,6.638888889,0,9.5,6.5,0,8.2,0,0,0,0,0,0,0,0
2019,4,1,17,30,6.638888889,0,12.9,6.4,0,5.2,0,0,0,0,0,0,0,0
2019,4,1,17,45,6.638888889,0,16.8,6.1,0,2.7,0,0,0,0,0,0,0,0
2019,4,1,18,0,6.527777778,0,19.1,5.9,55.5,1.3,0,0,0,0,0,0,0,0
2019,4,1,18,15,6.527777778,0,15.8,5.6,59.8,0,0,0,0,0,0,0,0,0
2019,4,1,18,30,6.527777778,0,12.9,5.4,63.7,0,0,0,0,0,0,0,0,0
2019,4,1,18,45,6.527777778,0,9.7,4.9,67.3,0,0,0,0,0,0,0,0,0
2019,4,1,19,0,6.527777778,0,7.2,5.4,15,0,0,0,0,0,0,0,0,0
2019,4,1,19,15,6.527777778,0,7.5,6.4,14,0,0,0,0,0,0,0,0,0
2019,4,1,19,30,6.527777778,0,7.5,7.4,13.1,0,0,0,0,0,0,0,0,0
2019,4,1,19,45,6.527777778,0,7.1,9.3,12,0,0,0,0,0,0,0,0,0
2019,4,1,20,0,5.677777778,0,7,10.3,10.2,0,0,0,0,0,0,0,0,0
2019,4,1,20,15,5.677777778,0,7,11.6,8.2,0,0,0,0,0,0,0,0,0
2019,4,1,20,30,5.677777778,0,7,11.1,5.2,0,0,0,0,0,0,0,0,0
2019,4,1,20,45,5.677777778,0,7.2,12.2,2.7,0,0,0,0,0,0,0,0,0
2019,4,1,21,0,5.433333333,0,7.2,11.7,1.3,0,0,0,0,0,0,0,0,0
2019,4,1,21,15,5.433333333,0,7.3,8.2,0,0,0,0,0,0,0,0,0,0
2019,4,1,21,30,5.433333333,0,7.3,6.3,0,0,0,0,0,0,0,0,0,0
2019,4,1,21,45,5.433333333,0,7.3,2.5,0,0,0,0,0,0,0,0,0,0
2019,4,1,22,0,5.433333333,0,7.3,0,0,0,0,0,0,0,0,0,0,0
2019,4,1,22,15,5.433333333,0,7,0,0,0,0,0,0,0,0,0,0,0
2019,4,1,22,30,5.433333333,0,7,0,0,0,0,0,0,0,0,0,0,0
2019,4,1,22,45,5.433333333,0,6.9,0,0,0,0,0,0,0,0,0,0,0
2019,4,1,23,0,5.666666667,0,6.8,0,0,0,0,0,0,0,0,0,0,0
2019,4,1,23,15,5.666666667,0,6.9,0,0,0,0,0,0,0,0,0,0,0
2019,4,1,23,30,5.666666667,0,6.9,0,0,0,0,0,0,0,0,0,0,0
2019,4,1,23,45,5.666666667,0,7,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,0,0,5.327777778,0,7,55.5,0,0,0,0,0,0,0,0,0,0
2019,4,2,0,15,5.327777778,0,7,59.8,0,0,0,0,0,0,0,0,0,0
2019,4,2,0,30,5.327777778,0,7,63.7,0,0,0,0,0,0,0,0,0,0
2019,4,2,0,45,5.327777778,0,6.8,67.3,0,0,0,0,0,0,0,0,0,0
2019,4,2,1,0,5.327777778,0,7,15,0,0,0,0,0,0,0,0,0,0
2019,4,2,1,15,5.327777778,0,6.8,14,0,0,0,0,0,0,0,0,0,0
2019,4,2,1,30,5.327777778,0,7,13.1,0,0,0,0,0,0,0,0,0,0
2019,4,2,1,45,5.327777778,0,7.2,12,0,0,0,0,0,0,0,0,0,0
2019,4,2,2,0,5.461111111,0,7.1,10.2,0,0,0,0,0,0,0,0,0,0
2019,4,2,2,15,5.461111111,0,7.3,8.2,0,0,0,0,0,0,0,0,0,0
2019,4,2,2,30,5.461111111,0,7.3,5.2,0,0,0,0,0,0,0,0,0,0
2019,4,2,2,45,5.461111111,0,7.4,2.7,0,0,0,0,0,0,0,0,0,0
2019,4,2,3,0,5.477777778,0,7.6,1.3,0,0,0,0,0,0,0,0,0,0
2019,4,2,3,15,5.477777778,0,7.7,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,3,30,5.477777778,0,7.6,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,3,45,5.477777778,0,7.8,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,4,0,5.477777778,0,7.5,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,4,15,5.477777778,0,7.7,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,4,30,5.477777778,0,7.6,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,4,45,5.477777778,0,7.1,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,5,0,5.222222222,0,7.1,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,5,15,5.222222222,0,6.5,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,5,30,5.222222222,0,6.4,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,5,45,5.222222222,0,6.1,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,6,0,5.216666667,0,5.9,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,6,15,5.216666667,0,5.6,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,6,30,5.216666667,0,5.4,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,6,45,5.216666667,0,4.9,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,7,0,5.216666667,0,5.4,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,7,15,5.216666667,0,6.4,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,7,30,5.216666667,0,7.4,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,7,45,5.216666667,0,9.3,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,8,0,5.638888889,0,10.3,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,8,15,5.638888889,0,11.6,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,8,30,5.638888889,0,11.1,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,8,45,5.638888889,0,12.2,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,9,0,5.966666667,0,11.7,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,9,15,5.966666667,0,8.2,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,9,30,5.966666667,0,6.3,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,9,45,5.966666667,0,2.5,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,10,0,5.966666667,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,10,15,5.966666667,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,10,30,5.966666667,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,11,0,6.816666667,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,11,15,6.816666667,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,11,30,6.816666667,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,11,45,6.816666667,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,12,0,8.161111111,0,55.5,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,12,15,8.161111111,0,59.8,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,12,30,8.161111111,0,63.7,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,12,45,8.161111111,0,67.3,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,13,0,8.161111111,0,15,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,13,15,8.161111111,0,14,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,13,30,8.161111111,0,13.1,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,13,45,8.161111111,0,12,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,14,0,8.133333333,0,10.2,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,14,15,8.133333333,0,8.2,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,14,30,8.133333333,0,5.2,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,14,45,8.133333333,0,2.7,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,15,0,8.016666667,0,1.3,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,15,15,8.016666667,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,15,30,8.016666667,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,15,45,8.016666667,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,16,0,8.016666667,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,16,15,8.016666667,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,16,30,8.016666667,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,16,45,8.016666667,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,17,0,8.016666667,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,17,15,8.016666667,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,17,30,8.016666667,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,17,45,8.016666667,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,18,0,7.883333333,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,18,15,7.883333333,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,18,30,7.883333333,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,18,45,7.883333333,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,19,0,7.883333333,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,19,15,7.883333333,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,19,30,7.883333333,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,19,45,7.883333333,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,20,0,7.944444444,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,20,15,7.944444444,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,20,30,7.944444444,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,20,45,7.944444444,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,21,0,7.872222222,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,21,15,7.872222222,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,21,30,7.872222222,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,21,45,7.872222222,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,22,0,7.872222222,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,22,15,7.872222222,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,22,30,7.872222222,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,22,45,7.872222222,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,23,0,7.227777778,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,23,15,7.227777778,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,23,30,7.227777778,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,2,23,45,7.227777778,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,0,0,7.061111111,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,0,15,7.061111111,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,0,30,7.061111111,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,0,45,7.061111111,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,1,0,7.061111111,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,1,15,7.061111111,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,1,30,7.061111111,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,1,45,7.061111111,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,2,0,7.138888889,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,2,15,7.138888889,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,2,30,7.138888889,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,2,45,7.138888889,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,3,15,7.227777778,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,3,30,7.227777778,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,3,45,7.227777778,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,4,0,7.227777778,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,4,15,7.227777778,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,4,30,7.227777778,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,4,45,7.227777778,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,5,0,7.138888889,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,5,15,7.138888889,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,5,30,7.138888889,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,5,45,7.138888889,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,6,0,7.105555556,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,6,15,7.105555556,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,6,30,7.105555556,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,6,45,7.105555556,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,7,0,7.105555556,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,7,15,7.105555556,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,7,30,7.105555556,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,7,45,7.105555556,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,8,0,7.45,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,8,15,7.45,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,8,30,7.45,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,8,45,7.45,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,9,0,7.727777778,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,9,15,7.727777778,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,9,30,7.727777778,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,9,45,7.727777778,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,10,0,7.727777778,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,10,15,7.727777778,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,10,30,7.727777778,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,10,45,7.727777778,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,11,0,8.627777778,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,11,15,8.627777778,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,11,30,8.627777778,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,11,45,8.627777778,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,12,0,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,12,15,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,12,30,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,12,45,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,13,0,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,13,15,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,13,30,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,13,45,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,14,0,8.744444444,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,14,15,8.744444444,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,14,30,8.744444444,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,14,45,8.744444444,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,15,0,8.744444444,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,15,15,8.744444444,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,15,30,8.744444444,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,15,45,8.744444444,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,16,0,8.744444444,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,16,15,8.744444444,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,16,30,8.744444444,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,16,45,8.744444444,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,17,0,8.794444444,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,17,15,8.794444444,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,17,30,8.794444444,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,17,45,8.794444444,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,18,0,8.622222222,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,18,15,8.622222222,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,18,30,8.622222222,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,18,45,8.622222222,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,19,0,8.622222222,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,19,15,8.622222222,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,19,30,8.622222222,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,19,45,8.622222222,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,20,0,8.266666667,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,20,15,8.266666667,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,20,30,8.266666667,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,20,45,8.266666667,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,21,0,8.105555556,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,21,15,8.105555556,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,21,30,8.105555556,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,21,45,8.105555556,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,22,0,8.105555556,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,22,15,8.105555556,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,22,30,8.105555556,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,22,45,8.105555556,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,23,0,7.988888889,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,23,15,7.988888889,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,23,30,7.988888889,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,3,23,45,7.988888889,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,4,0,0,7.588888889,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,4,0,15,7.588888889,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,4,0,30,7.588888889,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,4,0,45,7.588888889,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,4,1,0,7.588888889,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,4,1,15,7.588888889,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,4,1,30,7.588888889,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,4,1,45,7.588888889,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,4,2,0,7.511111111,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,4,2,15,7.511111111,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,4,2,30,7.511111111,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,4,2,45,7.511111111,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,4,3,15,7.45,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,4,3,30,7.45,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,4,3,45,7.45,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,4,4,0,7.45,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,4,4,15,7.45,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,4,4,30,7.45,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,4,4,45,7.45,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,4,5,0,7.194444444,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,4,5,15,7.194444444,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,4,5,30,7.194444444,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,4,5,45,7.194444444,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,4,6,0,7.033333333,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,4,6,15,7.033333333,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,4,6,30,7.033333333,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,4,6,45,7.033333333,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,4,7,0,7.033333333,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,4,7,15,7.033333333,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,4,7,30,7.033333333,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,4,7,45,7.033333333,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,4,8,0,7.505555556,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,4,8,15,7.505555556,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,4,8,30,7.505555556,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,4,8,45,7.505555556,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,4,9,15,7.855555556,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,4,9,45,7.855555556,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,4,10,0,7.855555556,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,4,10,15,7.855555556,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,4,10,45,7.855555556,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,4,11,0,8.766666667,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,4,11,15,8.766666667,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,4,11,30,8.766666667,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,4,12,0,9.438888889,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,4,12,15,9.438888889,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,4,12,30,9.438888889,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,4,12,45,9.438888889,0,0,0,0,0,0,0,0,0,0,0,0,0
